,country,code,indicator,time,value
317,Kazakhstan,KAZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
318,Kenya,KEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,8591
319,Kiribati,KIR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
320,"Korea, Dem. People’s Rep.",PRK,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
321,"Korea, Rep.",KOR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,201436
322,Kosovo,XKX,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
323,Kuwait,KWT,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,2686
324,Kyrgyz Republic,KGZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
325,Lao PDR,LAO,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,424
326,Latvia,LVA,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
327,Lebanon,LBN,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,42578
328,Lesotho,LSO,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,368
329,Liberia,LBR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,1199
330,Libya,LBY,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,5222
331,Liechtenstein,LIE,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
332,Lithuania,LTU,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
333,Luxembourg,LUX,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,363
334,"Macao SAR, China",MAC,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
336,Madagascar,MDG,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,5738
337,Malawi,MWI,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
338,Malaysia,MYS,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
339,Maldives,MDV,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
340,Mali,MLI,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,731
341,Malta,MLT,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,2405
342,Marshall Islands,MHL,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
343,Mauritania,MRT,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
344,Mauritius,MUS,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,1353
345,Mexico,MEX,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,247637
346,"Micronesia, Fed. Sts.",FSM,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
347,Moldova,MDA,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
348,Monaco,MCO,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
349,Mongolia,MNG,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,19548
350,Montenegro,MNE,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
351,Morocco,MAR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,16097
352,Mozambique,MOZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,1982
353,Myanmar,MMR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,46150
354,Namibia,NAM,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
355,Nauru,NRU,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
356,Nepal,NPL,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
357,Netherlands,NLD,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,231167
358,New Caledonia,NCL,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,84
359,New Zealand,NZL,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,42243
360,Nicaragua,NIC,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,9381
361,Niger,NER,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0
362,Nigeria,NGA,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
363,Northern Mariana Islands,MNP,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
364,Norway,NOR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,50047
365,Oman,OMN,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
366,Pakistan,PAK,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,114980
367,Palau,PLW,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
368,Panama,PAN,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,15074
369,Papua New Guinea,PNG,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
370,Paraguay,PRY,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,10255
371,Peru,PER,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,129472
372,Philippines,PHL,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,651514
373,Poland,POL,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,397897
374,Portugal,PRT,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,50095
375,Puerto Rico,PRI,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,63073
376,Qatar,QAT,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0
377,Romania,ROU,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,151885
378,Russian Federation,RUS,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,5277900
379,Rwanda,RWA,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,571
380,Samoa,WSM,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,129
381,San Marino,SMR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
382,Sao Tome and Principe,STP,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
383,Saudi Arabia,SAU,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,8492
384,Senegal,SEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,4962
385,Serbia,SRB,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
386,Seychelles,SYC,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
387,Sierra Leone,SLE,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,1155
388,Singapore,SGP,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,13983
389,Sint Maarten (Dutch part),SXM,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
390,Slovak Republic,SVK,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
391,Slovenia,SVN,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
392,Solomon Islands,SLB,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
393,Somalia,SOM,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,964
394,South Africa,ZAF,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
395,South Sudan,SSD,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
396,Spain,ESP,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,224904
397,Sri Lanka,LKA,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,14047
398,St. Kitts and Nevis,KNA,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
399,St. Lucia,LCA,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
400,St. Martin (French part),MAF,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
401,St. Vincent and the Grenadines,VCT,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
402,Sudan,SDN,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
403,Suriname,SUR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
405,Sweden,SWE,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,141218
406,Switzerland,CHE,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,51426
407,Syrian Arab Republic,SYR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,42667
408,Tajikistan,TJK,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
409,Tanzania,TZA,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,2220
410,Thailand,THA,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,90300
411,Timor-Leste,TLS,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
412,Togo,TGO,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,886
413,Tonga,TON,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
414,Trinidad and Tobago,TTO,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,2375
415,Tunisia,TUN,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,10347
416,Turkey,TUR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,169793
417,Turkmenistan,TKM,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
418,Turks and Caicos Islands,TCA,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
419,Tuvalu,TUV,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
420,Uganda,UGA,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,4463
421,Ukraine,UKR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,1604500
422,United Arab Emirates,ARE,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
423,United Kingdom,GBR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,601300
424,United States,USA,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,8498117
425,Uruguay,URY,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
426,Uzbekistan,UZB,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
427,Vanuatu,VUT,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
428,"Venezuela, RB",VEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,100767
429,Vietnam,VNM,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
430,Virgin Islands (U.S.),VIR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,1445
431,West Bank and Gaza,PSE,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
432,"Yemen, Rep.",YEM,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
433,Zambia,ZMB,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
434,Zimbabwe,ZWE,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,6878
435,Afghanistan,AFG,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,9817
436,Albania,ALB,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,28668
437,Algeria,DZA,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,NA
438,American Samoa,ASM,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,632
439,Andorra,AND,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,NA
440,Angola,AGO,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,NA
441,Antigua and Barbuda,ATG,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,NA
442,Argentina,ARG,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,351287
443,Armenia,ARM,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,NA
444,Aruba,ABW,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,NA
445,Australia,AUS,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,208149
446,Austria,AUT,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,66401
447,Azerbaijan,AZE,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,NA
448,"Bahamas, The",BHS,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,NA
449,Bahrain,BHR,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,312
450,Bangladesh,BGD,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,136113
451,Barbados,BRB,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,1028
452,Belarus,BLR,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,NA
453,Belgium,BEL,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,127275
454,Belize,BLZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,96
455,Benin,BEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,582
456,Bermuda,BMU,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,NA
457,Bhutan,BTN,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,NA
458,Bolivia,BOL,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,31895
459,Bosnia and Herzegovina,BIH,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,NA
460,Botswana,BWA,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,179
461,Brazil,BRA,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,696215
